date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:58:06	21207/21207	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:04%20GMT	http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/mfisheries-at-sea.html	(from http://localhost:8080/mfweb/)
21:58:07	21037/21037	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:05%20GMT	http://localhost:8080/mfweb/index.php/about/value-proposition	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/value-proposition.html	(from http://localhost:8080/mfweb/)
21:58:08	19234/19234	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:06%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries.html	(from http://localhost:8080/mfweb/)
21:58:08	24208/24208	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:07%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/register-2	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/register-2.html	(from http://localhost:8080/mfweb/)
21:58:09	18782/18782	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:08%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/understanding-sos	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/understanding-sos.html	(from http://localhost:8080/mfweb/)
21:58:11	43084/43084	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:09%20GMT	http://localhost:8080/mfweb/index.php/get-mfisheries/legal	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/get-mfisheries/legal.html	(from http://localhost:8080/mfweb/)
21:58:11	19244/19244	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:09%20GMT	http://localhost:8080/mfweb/index.php/media-library/download	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/download.html	(from http://localhost:8080/mfweb/)
21:58:13	20874/20874	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:11%20GMT	http://localhost:8080/mfweb/index.php/media-library/videos	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/media-library/videos.html	(from http://localhost:8080/mfweb/)
21:58:13	22246/22246	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:12%20GMT	http://localhost:8080/mfweb/index.php/grants	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/grants.html	(from http://localhost:8080/mfweb/)
21:58:14	22353/22353	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:13%20GMT	http://localhost:8080/mfweb/index.php/partners/list-of-partners	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/partners/list-of-partners.html	(from http://localhost:8080/mfweb/)
21:58:15	19342/19342	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:13%20GMT	http://localhost:8080/mfweb/index.php/partners/related-websites	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/partners/related-websites.html	(from http://localhost:8080/mfweb/)
21:58:16	30222/30222	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:14%20GMT	http://localhost:8080/mfweb/index.php/team	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/team.html	(from http://localhost:8080/mfweb/)
21:58:17	23754/23754	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:58:15%20GMT	http://localhost:8080/mfweb/index.php/contact-us	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/contact-us.html	(from http://localhost:8080/mfweb/)
21:58:18	2076/2076	---M--	200	added ('OK')	image/png	etag:%2281c-5d00ba2fc7e81%22	http://localhost:8080/mfweb/libraries/expose/interface/images/typography.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/libraries/expose/interface/images/typography.png	(from http://localhost:8080/mfweb/libraries/expose/interface/css/joomla.css)
21:58:18	211/211	---M--	200	added ('OK')	image/png	etag:%22d3-5d00b89d7f021%22	http://localhost:8080/mfweb/templates/system/images/selector-arrow.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/templates/system/images/selector-arrow.png	(from http://localhost:8080/mfweb/libraries/expose/interface/css/joomla.css)
21:58:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://openid.net/images/login-bg.gif	C:/Tablet%20Transfer/UwAmp/www/static/mF/openid.net/images/login-bg.2f.delayed	(from http://localhost:8080/mfweb/libraries/expose/interface/css/joomla.css)
21:58:23	328/328	---M--	200	added ('OK')	image/gif	date:Mon,%2010%20Aug%202009%2022:59:29%20GMT	https://openid.net/images/login-bg.gif	C:/Tablet%20Transfer/UwAmp/www/static/mF/openid.net/images/login-bg.gif	(from http://localhost:8080/mfweb/libraries/expose/interface/css/joomla.css)
21:58:29	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22921d-5d00ba2ef9f5c%22	http://localhost:8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfont.eot?v=3.2.1	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfontf77b.eot	(from http://localhost:8080/mfweb/templates/tx_appy/css/typography.css)
21:58:30	43572/43572	---M--	200	added ('OK')	text/html	etag:%22aa34-5d00ba2eea0a6%22	http://localhost:8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfont.woff?v=3.2.1	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfontf77b.html	(from http://localhost:8080/mfweb/templates/tx_appy/css/typography.css)
21:58:31	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22921d-5d00ba2ef9f5c%22	http://localhost:8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfont.eot?	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfontd41d.eot	(from http://localhost:8080/mfweb/templates/tx_appy/css/typography.css)
21:58:31	197829/197829	---M--	200	added ('OK')	image/svg+xml	etag:%22304c5-5d00ba2eda6ea%22	http://localhost:8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfont.svg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfont.svg	(from http://localhost:8080/mfweb/templates/tx_appy/css/typography.css)
21:58:45	79076/79076	---M--	200	added ('OK')	application/x-font-ttf	etag:%22134e4-5d00ba2ee2c57%22	http://localhost:8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfont.ttf?v=3.2.1	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/libraries/expose/interface/fonts/fontawesome-webfontf77b.ttf	(from http://localhost:8080/mfweb/templates/tx_appy/css/typography.css)
21:59:02	179941/179941	---M--	200	added ('OK')	image/jpeg	etag:%222bee5-5d00b89f5575d%22	http://localhost:8080/mfweb/templates/tx_appy/images/backgrounds/top-bg.jpg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/templates/tx_appy/images/backgrounds/top-bg.jpg	(from http://localhost:8080/mfweb/templates/tx_appy/css/template.css)
21:59:03	2144/2144	---M--	200	added ('OK')	image/png	etag:%22860-5d00b89ee53c9%22	http://localhost:8080/mfweb/templates/tx_appy/images/themexpert.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/templates/tx_appy/images/themexpert.png	(from http://localhost:8080/mfweb/templates/tx_appy/css/template.css)
21:59:03	2335/2335	---M--	200	added ('OK')	image/png	etag:%2291f-5d00ba2fb49dc%22	http://localhost:8080/mfweb/libraries/expose/interface/images/expose_logo_light.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/libraries/expose/interface/images/expose_logo_light.png	(from http://localhost:8080/mfweb/templates/tx_appy/css/template.css)
21:59:04	2337/2337	---M--	200	added ('OK')	image/png	etag:%22921-5d00ba2fce724%22	http://localhost:8080/mfweb/libraries/expose/interface/images/expose_logo_dark.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/libraries/expose/interface/images/expose_logo_dark.png	(from http://localhost:8080/mfweb/templates/tx_appy/css/template.css)
21:59:04	1522/1522	---M--	200	added ('OK')	image/png	etag:%225f2-5d00b89f6b128%22	http://localhost:8080/mfweb/templates/tx_appy/images/pages/tape.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/templates/tx_appy/images/pages/tape.png	(from http://localhost:8080/mfweb/templates/tx_appy/css/template.css)
21:59:04	349/349	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Aug%202022%2001:59:04%20GMT	http://localhost:8080/mfweb/modules/mod_xperttabs/assets/css/common.css	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/modules/mod_xperttabs/assets/css/common.css	(from http://localhost:8080/mfweb/templates/tx_appy/css/xperttabs.css)
21:59:40	801280/801280	---M--	200	added ('OK')	image/jpeg	etag:%22c3a00-5d00b89f30b37%22	http://localhost:8080/mfweb/templates/tx_appy/images/backgrounds/style.jpg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/templates/tx_appy/images/backgrounds/style.jpg	(from http://localhost:8080/mfweb/)
21:59:42	8650/8650	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2001:59:40%20GMT	http://localhost:8080/mfweb/index.php/about/background?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/backgroundc0d0	(from http://localhost:8080/mfweb/index.php/about/background)
21:59:43	23928/23928	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:59:42%20GMT	http://localhost:8080/mfweb/index.php/about/background/9-background/2-project-background	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/background/9-background/2-project-background.html	(from http://localhost:8080/mfweb/index.php/about/background)
21:59:44	18080/18080	---MC-	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2001:59:40%20GMT	http://localhost:8080/mfweb/index.php/about/background?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/background7b17	(from http://localhost:8080/mfweb/index.php/about/background)
21:59:44	14057/14057	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:59:44%20GMT	http://localhost:8080/mfweb/index.php/about/background/9-background/2-project-background?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/background/9-background/2-project-backgroundabf8.html	(from http://localhost:8080/mfweb/index.php/about/background)
21:59:44	228/228	---M--	200	added ('OK')	image/png	etag:%22e4-5d00b8b213f1b%22	http://localhost:8080/mfweb/media/system/images/printButton.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/media/system/images/printButton.png	(from http://localhost:8080/mfweb/index.php/about/background)
21:59:45	277/277	---M--	200	added ('OK')	image/png	etag:%22115-5d00b8b23ab8e%22	http://localhost:8080/mfweb/media/system/images/emailButton.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/media/system/images/emailButton.png	(from http://localhost:8080/mfweb/index.php/about/background)
21:59:45	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:59:45%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=5ba751f860ae88a6b20e06ad84a180ae10dcee43	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index10d0.html	(from http://localhost:8080/mfweb/index.php/about/background)
21:59:47	4307/4307	---M--	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2001:59:46%20GMT	http://localhost:8080/mfweb/index.php/about/research-problem?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/research-problemc0d0	(from http://localhost:8080/mfweb/index.php/about/research-problem)
21:59:49	8222/8222	---MC-	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2001:59:47%20GMT	http://localhost:8080/mfweb/index.php/about/research-problem?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/research-problem7b17	(from http://localhost:8080/mfweb/index.php/about/research-problem)
21:59:50	19504/19504	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:59:49%20GMT	http://localhost:8080/mfweb/index.php/about/research-problem/10-uncategorised/research-problem/3-research-problem	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/research-problem/10-uncategorised/research-problem/3-research-problem.html	(from http://localhost:8080/mfweb/index.php/about/research-problem)
21:59:52	9608/9608	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2001:59:51%20GMT	http://localhost:8080/mfweb/index.php/about/research-problem/10-uncategorised/research-problem/3-research-problem?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/research-problem/10-uncategorised/research-problem/3-research-problemabf8.html	(from http://localhost:8080/mfweb/index.php/about/research-problem)
22:00:07	94450/94450	---M--	200	added ('OK')	image/jpeg	etag:%22170f2-5d00b98504a67%22	http://localhost:8080/mfweb/images/BannerIslands.jpg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/BannerIslands.jpg	(from http://localhost:8080/mfweb/index.php/about/research-problem)
22:00:08	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:00:07%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=291a31b160b19e1618498056b0f965fc7198b178	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index35ca.html	(from http://localhost:8080/mfweb/index.php/about/research-problem)
22:00:34	163004/163004	---M--	200	added ('OK')	image/png	etag:%2227cbc-5d00b985754c9%22	http://localhost:8080/mfweb/images/Anchor%20Pin%20200%20by%20200.png	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/images/Anchor%20Pin%20200%20by%20200.png	(from http://localhost:8080/mfweb/index.php/about/research-problem)
22:00:36	7334/7334	---M--	200	added ('OK')	application/rss+xml	date:Sun,%2028%20Aug%202022%2002:00:35%20GMT	http://localhost:8080/mfweb/index.php/about/objectives?format=feed&type=rss	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/objectivesc0d0	(from http://localhost:8080/mfweb/index.php/about/objectives)
22:00:40	17350/17350	---MC-	200	added ('OK')	application/atom+xml	date:Sun,%2028%20Aug%202022%2002:00:36%20GMT	http://localhost:8080/mfweb/index.php/about/objectives?format=feed&type=atom	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/objectives7b17	(from http://localhost:8080/mfweb/index.php/about/objectives)
22:00:41	22571/22571	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:00:40%20GMT	http://localhost:8080/mfweb/index.php/about/objectives/11-project-objectives/4-project-objectives	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/objectives/11-project-objectives/4-project-objectives.html	(from http://localhost:8080/mfweb/index.php/about/objectives)
22:00:42	12691/12691	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:00:41%20GMT	http://localhost:8080/mfweb/index.php/about/objectives/11-project-objectives/4-project-objectives?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/objectives/11-project-objectives/4-project-objectivesabf8.html	(from http://localhost:8080/mfweb/index.php/about/objectives)
22:00:43	801280/801280	---M--	200	added ('OK')	image/jpeg	etag:%22c3a00-5d00b89f4461f%22	http://localhost:8080/mfweb/templates/tx_appy/images/backgrounds/feature-bg.jpg	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/templates/tx_appy/images/backgrounds/feature-bg.jpg	(from http://localhost:8080/mfweb/templates/tx_appy/css/template.css)
22:00:43	7894/7894	---M--	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:00:43%20GMT	http://localhost:8080/mfweb/index.php/component/mailto/?tmpl=component&template=tx_appy&link=ae01e62b37fac584c29b81f6a8757c28a1d51522	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/component/mailto/index5fc2.html	(from http://localhost:8080/mfweb/index.php/about/objectives)
22:00:45	11363/11363	---MC-	200	added ('OK')	text/html	date:Sun,%2028%20Aug%202022%2002:00:43%20GMT	http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea?tmpl=component&print=1&page=	C:/Tablet%20Transfer/UwAmp/www/static/mF/localhost_8080/mfweb/index.php/about/mfisheries-at-seaabf8.html	(from http://localhost:8080/mfweb/index.php/about/mfisheries-at-sea)
